HoHID,HHType,QualifyingExitHHID,LastInactive,Cohort,Stat,ExitFrom,ExitTo,ReturnTime,HHVet,HHChronic,HHDisability,HHFleeingDV,HoHRaceEthnicity,HHAdultAge,HHParent,AC3Plus,SystemPath,ReportID,Step
"C25272",1,"NXS11315132HH1",2024-04-05,-2,1,2,313,-1,0,4,0,0,12,55,0,0,1,608011156,"7.12.4"
"C25275",1,"NXS11315168HH1",2024-04-08,-2,1,2,312,-1,0,0,1,2,5,25,0,0,1,608011156,"7.12.4"
"C25275",2,"NXS10215560HH2",2024-05-25,-2,1,2,313,-1,0,0,1,2,5,25,0,0,1,608011156,"7.12.4"
"C25278",1,"NXS11415295HH2",2024-04-22,-2,1,2,420,-1,0,0,1,0,5,25,1,0,1,608011156,"7.12.4"
"C25284",1,"TRN10415170HH1",2024-04-08,-2,1,3,410,-1,0,0,1,0,5,25,0,0,2,608011156,"7.12.4"
"C25290",1,"TRN10415150HH1",2024-04-06,-2,1,3,98,-1,0,0,1,0,5,25,0,0,2,608011156,"7.12.4"
"C25299",1,"NXS11115116HH1",2024-04-05,-2,1,2,116,-1,0,0,0,0,5,25,0,0,1,608011156,"7.12.4"
"C25302",1,"NXS10615931HH1",2024-07-14,-2,1,2,99,390,0,0,0,0,56,25,0,0,1,608011156,"7.12.4"
"C25305",1,"RRH12115471HH1",2024-04-24,-2,5,7,207,200,0,0,1,0,5,25,0,0,5,608011156,"7.12.4"
"C25311",1,"NXS10915171HH1",2024-04-08,-2,1,2,422,534,0,0,0,0,5,18,0,0,1,608011156,"7.12.4"
"C25314",1,"NXS11315112HH1",2024-04-04,-2,1,2,99,142,0,4,0,0,3,25,0,0,1,608011156,"7.12.4"
"C25320",1,"NXS11315183HH1",2024-04-11,-2,1,2,423,-1,0,1,1,0,16,18,0,0,1,608011156,"7.12.4"
"C25323",2,"NXS10215159HH3",2024-04-07,-2,1,2,313,-1,0,0,0,2,5,24,1,0,1,608011156,"7.12.4"
"C25332",2,"NXS10215173HH3",2024-04-08,-2,1,2,423,-1,0,0,0,1,5,25,1,0,1,608011156,"7.12.4"
"C25344",1,"NXS11115178HH1",2024-04-10,-2,1,2,314,573,0,0,0,0,5,25,0,0,1,608011156,"7.12.4"
"C25350",1,"NXS11315196HH1",2024-04-12,-2,1,2,313,-1,0,0,0,0,3,25,0,0,1,608011156,"7.12.4"
"C25353",2,"NXS11215442HH3",2024-05-10,-2,1,2,411,-1,0,0,1,0,5,25,1,0,1,608011156,"7.12.4"
"C25362",1,"NXS11315198HH1",2024-04-12,-2,1,2,410,-1,0,0,0,0,25,25,0,0,1,608011156,"7.12.4"
"C25365",1,"NXS11015190HH1",2024-04-12,-2,1,2,302,-1,0,0,0,0,5,25,0,0,1,608011156,"7.12.4"
"C25368",1,"NXS11315342HH1",2024-04-28,-2,1,2,99,-1,0,1,1,1,26,25,0,0,1,608011156,"7.12.4"
"C25374",1,"NXS15115177HH1",2024-04-09,-2,1,2,206,-1,0,0,0,2,5,18,0,0,1,608011156,"7.12.4"
"C25377",1,"NXS11315208HH1",2024-04-13,-2,1,2,313,-1,0,0,0,0,3,25,0,0,1,608011156,"7.12.4"
"C25395",1,"NXS11115194HH1",2024-04-12,-2,1,2,313,-1,0,0,1,0,5,25,0,0,1,608011156,"7.12.4"
"C25398",1,"NXS10915228HH1",2024-04-14,-2,1,2,440,238,0,0,0,0,5,25,0,0,1,608011156,"7.12.4"
"C25401",2,"NXS10215230HH2",2024-04-14,-2,1,2,312,540,0,4,0,0,56,18,1,0,1,608011156,"7.12.4"
"C25407",2,"NXS10215232HH3",2024-04-14,-2,1,2,312,-1,0,0,0,1,35,25,1,0,1,608011156,"7.12.4"
"C25416",1,"NXS11315239HH1",2024-04-15,-2,1,2,99,-1,0,1,1,2,5,25,0,0,1,608011156,"7.12.4"
"C25422",1,"RRH14015636HH1",2024-06-03,-2,1,5,434,-1,0,4,0,0,36,25,0,0,4,608011156,"7.12.4"
"C25428",1,"NXS11415243HH1",2024-04-16,-2,1,2,410,-1,0,1,1,0,36,55,0,0,1,608011156,"7.12.4"
"C25431",1,"NXS11315253HH1",2024-04-18,-2,1,2,313,198,0,0,1,1,5,25,0,0,1,608011156,"7.12.4"
"C25434",1,"NXS11315251HH1",2024-04-18,-2,1,2,99,477,0,0,1,2,5,25,0,0,1,608011156,"7.12.4"
"C25437",1,"NXS11415536HH1",2024-05-23,-2,1,2,410,-1,0,0,1,0,5,25,0,0,1,608011156,"7.12.4"
"C25440",1,"NXS11115249HH1",2024-04-17,-2,1,2,410,-1,0,0,1,0,5,55,0,0,1,608011156,"7.12.4"
"C25443",2,"NXS10215217HH2",2024-04-14,-2,1,2,313,-1,0,0,0,1,3,25,1,0,1,608011156,"7.12.4"
"C25449",2,"NXS10215221HH3",2024-04-14,-2,1,2,423,-1,0,0,0,0,5,25,1,0,1,608011156,"7.12.4"
"C25458",1,"NXS11315266HH1",2024-04-19,-2,1,2,410,428,0,1,1,0,5,25,0,0,1,608011156,"7.12.4"
"C25464",1,"NXS10615235HH1",2024-04-14,-2,1,2,98,-1,0,0,1,0,5,25,0,0,1,608011156,"7.12.4"
"C25467",1,"NXS10615153HH1",2024-04-06,-2,1,2,207,-1,0,0,0,0,56,25,0,0,1,608011156,"7.12.4"
"C25470",1,"NXS11315271HH1",2024-04-20,-2,1,2,99,-1,0,0,0,0,5,25,0,0,1,608011156,"7.12.4"
"C25476",1,"NXS10315299HH1",2024-04-22,-2,1,2,423,-1,0,0,1,2,5,25,0,0,1,608011156,"7.12.4"
"C25479",1,"NXS11315215HH1",2024-04-13,-2,1,2,312,-1,0,0,1,1,56,25,0,0,1,608011156,"7.12.4"
"C25482",1,"NXS11115255HH2",2024-04-18,-2,1,2,410,-1,0,0,1,2,5,25,0,0,1,608011156,"7.12.4"
"C25488",1,"NXS11115267HH1",2024-04-19,-2,1,2,313,-1,0,0,0,0,5,25,0,0,1,608011156,"7.12.4"
"C25491",1,"NXS11315281HH1",2024-04-21,-2,1,2,99,-1,0,0,1,1,3,25,0,0,1,608011156,"7.12.4"
"C25497",1,"NXS11115264HH1",2024-04-19,-2,1,2,314,-1,0,0,0,0,5,55,0,0,1,608011156,"7.12.4"
"C25500",1,"NXS11315283HH1",2024-04-22,-2,1,2,313,-1,0,9,1,0,5,25,0,0,1,608011156,"7.12.4"
"C25503",2,"NXS11215276HH2",2024-04-21,-2,1,2,410,254,0,0,0,0,3,25,1,0,1,608011156,"7.12.4"
"C25509",2,"NXS10615278HH2",2024-04-21,-2,1,2,423,-1,0,0,0,1,3,25,1,0,1,608011156,"7.12.4"
"C25515",2,"NXS10615262HH2",2024-04-18,-2,1,2,99,-1,0,0,0,2,5,25,1,0,1,608011156,"7.12.4"
"C25524",1,"NXS11415306HH1",2024-04-24,-2,1,2,313,-1,0,0,0,0,3,25,0,0,1,608011156,"7.12.4"
"C25527",1,"NXS10915290HH1",2024-04-22,-2,1,2,423,-1,0,1,1,1,5,25,0,0,1,608011156,"7.12.4"
"C25539",1,"NXS10815300HH1",2024-04-23,-2,1,2,99,-1,0,0,1,0,15,25,0,0,1,608011156,"7.12.4"
"C25545",1,"NBN10515304HH1",2024-04-25,-2,1,2,99,-1,0,0,0,0,1,18,0,0,1,608011156,"7.12.4"
"C25548",1,"NXS11315261HH1",2024-04-18,-2,1,2,410,443,0,0,1,0,16,55,0,0,1,608011156,"7.12.4"
"C25551",1,"NXS11315309HH1",2024-04-25,-2,1,2,313,-1,0,1,1,1,124,25,0,0,1,608011156,"7.12.4"
"C25560",1,"NBN10515305HH1",2024-04-24,-2,1,2,99,-1,0,0,0,0,5,25,0,0,1,608011156,"7.12.4"
"C25569",1,"NBN10515301HH1",2024-04-25,-2,1,2,99,-1,0,0,0,0,3,25,0,0,1,608011156,"7.12.4"
"C25572",1,"NXS10615294HH1",2024-04-22,-2,1,2,99,156,0,0,1,0,5,25,0,0,1,608011156,"7.12.4"
"C25581",1,"NXS15115275HH1",2024-04-20,-2,1,2,312,-1,0,0,1,2,126,24,0,0,1,608011156,"7.12.4"
"C25584",2,"NXS10215317HH3",2024-04-25,-2,1,2,431,-1,0,9,1,1,5,25,1,0,1,608011156,"7.12.4"
"C25596",1,"NXS11315326HH1",2024-04-26,-2,1,2,206,-1,0,1,1,0,5,18,0,0,1,608011156,"7.12.4"
"C25599",1,"NXS11315330HH1",2024-04-27,-2,1,2,99,157,0,0,0,0,134,25,0,0,1,608011156,"7.12.4"
"C25602",1,"NXS11315331HH1",2024-04-27,-2,1,2,423,326,0,0,1,2,3,25,0,0,1,608011156,"7.12.4"
"C25605",2,"NXS10215674HH2",2024-06-08,-2,1,2,313,-1,0,0,1,2,5,25,1,0,1,608011156,"7.12.4"
"C25611",2,"RRH13115359HH4",2024-04-29,-2,1,5,410,-1,0,0,0,1,5,25,1,1,4,608011156,"7.12.4"
"C25623",1,"NXS11315345HH1",2024-04-28,-2,1,2,312,720,0,9,1,1,136,25,0,0,1,608011156,"7.12.4"
"C25626",1,"NXS11315246HH1",2024-04-16,-2,1,2,410,-1,0,0,1,0,5,25,0,0,1,608011156,"7.12.4"
"C25632",1,"NXS11315352HH1",2024-04-29,-2,1,2,313,166,0,1,1,1,15,25,0,0,1,608011156,"7.12.4"
"C25635",1,"NXS11315358HH1",2024-04-29,-2,1,2,313,-1,0,0,0,0,5,25,0,0,1,608011156,"7.12.4"
"C25644",1,"NBN10515372HH1",2024-05-01,-2,1,2,99,211,0,0,0,0,5,25,0,0,1,608011156,"7.12.4"
"C25650",1,"NXS11115381HH1",2024-05-01,-2,1,2,313,-1,0,0,0,0,5,24,0,0,1,608011156,"7.12.4"
"C25656",1,"HAV13715455HH1",2024-05-11,-2,1,4,313,-1,1,0,1,0,146,25,0,0,1,608011156,"7.12.4"
"C25668",1,"RRH13215607HH1",2024-05-27,-2,1,5,410,-1,0,0,1,2,147,55,0,0,4,608011156,"7.12.4"
"C25674",1,"NXS10215975HH2",2024-07-19,-2,1,2,312,156,0,1,1,2,5,25,0,0,1,608011156,"7.12.4"
"C25680",1,"NXS10615394HH1",2024-05-02,-2,1,2,312,612,0,9,1,2,5,18,0,0,1,608011156,"7.12.4"
"C25683",1,"NXS10615393HH1",2024-05-02,-2,1,2,204,96,0,0,1,2,156,18,0,0,1,608011156,"7.12.4"
"C25686",1,"NBN10515550HH1",2024-04-29,-2,5,2,116,604,0,1,1,0,56,25,0,0,1,608011156,"7.12.4"
"C25689",3,"NXS12914446HH1",2024-01-19,-2,1,2,99,-1,0,9,1,0,5,-1,0,0,1,608011156,"7.12.4"
"C25692",2,"NXS10215581HH5",2024-05-27,-2,1,2,313,-1,0,0,1,2,167,25,1,0,1,608011156,"7.12.4"
"C25695",1,"NXS12914405HH1",2024-01-17,-2,1,2,99,633,0,9,1,0,5,55,0,0,1,608011156,"7.12.4"
"C25698",1,"NXS15115403HH1",2024-05-03,-2,1,2,312,-1,0,0,1,0,5,25,0,0,1,608011156,"7.12.4"
"C25713",1,"NXS10615405HH1",2024-05-03,-2,1,2,312,-1,0,0,0,0,3,25,0,0,1,608011156,"7.12.4"
"C25716",1,"NXS10915406HH1",2024-05-04,-2,1,2,423,-1,0,0,0,0,235,25,0,0,1,608011156,"7.12.4"
"C25722",1,"NXS10615617HH1",2024-05-30,-2,1,2,314,-1,0,0,1,0,5,25,0,0,1,608011156,"7.12.4"
"C25725",1,"NXS11115408HH1",2024-05-04,-2,1,2,410,-1,0,0,1,2,5,25,0,0,1,608011156,"7.12.4"
"C25734",1,"NXS11315398HH1",2024-05-03,-2,1,2,410,20,0,0,1,0,236,25,0,0,1,608011156,"7.12.4"
"C25737",1,"NXS11615526HH1",2024-05-21,-2,1,2,422,621,0,0,1,0,5,55,0,0,1,608011156,"7.12.4"
"C25746",1,"NBN10515427HH1",2024-05-06,-2,1,2,99,17,0,0,1,0,245,25,0,0,1,608011156,"7.12.4"
"C25749",1,"NXS10615416HH1",2024-05-05,-2,1,2,206,-1,0,0,1,0,5,55,0,0,1,608011156,"7.12.4"
"C25752",1,"NXS10615418HH1",2024-05-05,-2,1,2,98,76,0,0,0,0,5,18,0,0,1,608011156,"7.12.4"
"C25755",1,"NXS13815431HH1",2024-05-07,-2,1,2,423,-1,0,0,0,0,56,18,0,0,1,608011156,"7.12.4"
"C25761",1,"NXS11315419HH1",2024-05-05,-2,1,2,313,-1,0,0,1,0,246,25,0,0,1,608011156,"7.12.4"
"C25764",2,"RRH12315446HH3",2024-05-10,-2,1,7,99,-1,1,1,1,1,5,25,1,0,4,608011156,"7.12.4"
"C25773",1,"NXS11315434HH1",2024-05-09,-2,1,2,329,259,0,1,1,0,247,25,0,0,1,608011156,"7.12.4"
"C25776",1,"NXS10615580HH1",2024-05-27,-2,1,2,98,422,0,0,1,0,5,55,0,0,1,608011156,"7.12.4"
"C25782",2,"NXS11115522HH3",2024-05-20,-2,1,2,302,-1,0,0,1,1,256,25,1,0,1,608011156,"7.12.4"
"C25785",1,"NXS11115437HH2",2024-05-09,-2,1,2,410,-1,0,1,1,1,5,25,0,0,1,608011156,"7.12.4"
"C25794",1,"NXS11315450HH1",2024-05-10,-2,1,2,313,-1,0,0,1,0,3,25,0,0,1,608011156,"7.12.4"
"C25812",1,"NXS11415440HH1",2024-05-10,-2,1,2,410,-1,0,0,0,0,267,25,0,0,1,608011156,"7.12.4"
"C25833",1,"NBN10516641HH1",2024-09-23,-2,5,2,99,174,0,0,1,0,3,25,0,0,1,608011156,"7.12.4"
"C25845",1,"NXS11415463HH1",2024-05-13,-2,1,2,410,-1,0,0,1,0,5,55,0,0,1,608011156,"7.12.4"
"C25848",1,"NXS10615451HH1",2024-05-10,-2,1,2,99,124,0,0,1,0,3,25,0,0,1,608011156,"7.12.4"
"C25851",1,"NXS10615460HH1",2024-05-12,-2,1,2,410,-1,0,0,0,0,5,55,0,0,1,608011156,"7.12.4"
"C25860",1,"RRH13115524HH1",2024-05-20,-2,1,5,410,-1,0,0,1,1,5,25,0,0,4,608011156,"7.12.4"
"C25863",2,"NXS11615517HH3",2024-05-20,-2,1,2,302,-1,0,0,1,0,5,25,1,0,1,608011156,"7.12.4"
"C25890",1,"NXS13815486HH1",2024-05-17,-2,1,2,314,-1,0,0,0,0,56,55,0,0,1,608011156,"7.12.4"
"C25893",1,"NXS10616028HH1",2024-07-24,-2,1,2,116,-1,0,0,0,0,5,25,0,0,1,608011156,"7.12.4"
"C25896",1,"NXS10315495HH1",2024-05-18,-2,1,2,99,383,0,4,0,0,56,25,0,0,1,608011156,"7.12.4"
"C25902",1,"NBN10516303HH1",2024-08-25,-2,1,2,99,40,0,1,1,0,35,25,0,0,1,608011156,"7.12.4"
"C25905",1,"NXS11015489HH1",2024-05-18,-2,1,2,422,-1,0,0,1,0,5,25,0,0,1,608011156,"7.12.4"
"C25914",1,"NXS11315542HH1",2024-05-24,-2,1,2,99,424,0,0,1,2,15,25,0,0,1,608011156,"7.12.4"
"C25959",1,"NBN10515528HH1",2024-05-22,-2,1,2,99,-1,0,0,0,0,5,25,0,0,1,608011156,"7.12.4"
"C25968",1,"NXS11315532HH1",2024-05-23,-2,1,2,410,-1,0,0,0,0,3,25,0,0,1,608011156,"7.12.4"
"C25971",1,"NXS10815527HH1",2024-05-22,-2,1,2,312,-1,0,0,1,2,5,18,0,0,1,608011156,"7.12.4"
"C25974",2,"NXS11315534HH2",2024-05-23,-2,1,2,313,-1,0,0,0,2,5,25,1,0,1,608011156,"7.12.4"
"C25983",1,"NXS10615568HH1",2024-05-26,-2,1,2,410,-1,0,0,1,0,5,55,0,0,1,608011156,"7.12.4"
"C25986",1,"NXS11115520HH1",2024-05-20,-2,1,2,410,-1,0,0,0,0,3,25,0,0,1,608011156,"7.12.4"
"C25989",1,"NXS13815541HH1",2024-05-24,-2,1,2,313,-1,0,0,0,2,5,25,0,0,1,608011156,"7.12.4"
"C25998",1,"NBN10515549HH1",2024-05-24,-2,1,2,99,-1,0,4,0,0,3,25,0,0,1,608011156,"7.12.4"
"C26004",1,"NXS11315559HH1",2024-05-25,-2,1,2,312,-1,0,0,1,2,5,55,0,0,1,608011156,"7.12.4"
"C26007",2,"NXS10215545HH4",2024-05-24,-2,1,2,431,-1,0,0,0,1,3,25,1,1,1,608011156,"7.12.4"
"C26022",1,"RRH13116008HH1",2024-07-22,-2,1,7,410,435,0,0,1,2,5,25,0,0,4,608011156,"7.12.4"
"C26025",2,"NXS10215562HH4",2024-05-25,-2,1,2,423,568,0,0,0,1,3,25,1,1,1,608011156,"7.12.4"
"C26052",1,"NXS10615552HH1",2024-05-24,-2,1,2,98,-1,0,0,0,0,5,24,0,0,1,608011156,"7.12.4"
"C26055",2,"NXS10215566HH2",2024-05-25,-2,1,2,313,-1,0,1,1,0,5,25,1,0,1,608011156,"7.12.4"
"C26064",1,"NXS11115558HH1",2024-05-25,-2,1,2,101,-1,0,0,1,1,5,25,0,0,1,608011156,"7.12.4"
"C26076",1,"NXS11115592HH1",2024-05-27,-2,1,2,313,-1,0,1,1,2,5,25,0,0,1,608011156,"7.12.4"
"C26079",1,"NXS11115575HH1",2024-05-26,-2,1,2,312,-1,0,0,1,0,5,25,0,0,1,608011156,"7.12.4"
"C26085",1,"NXS15115574HH1",2024-05-26,-2,1,2,410,-1,0,0,1,0,5,25,0,0,1,608011156,"7.12.4"
"C26088",2,"RRH12215586HH6",2024-05-27,-2,1,7,99,-1,1,9,1,0,5,25,0,1,4,608011156,"7.12.4"
"C26106",2,"NXS10215595HH2",2024-05-27,-2,1,2,313,200,0,0,0,0,3,25,1,0,1,608011156,"7.12.4"
"C26118",1,"NXS10915609HH1",2024-05-30,-2,1,2,423,-1,1,0,0,0,17,25,0,0,1,608011156,"7.12.4"
"C26121",2,"NXS10215610HH3",2024-05-30,-2,1,2,410,-1,0,0,0,2,3,25,1,0,1,608011156,"7.12.4"
"C26142",1,"NBN10515710HH1",2024-06-16,-2,1,2,99,-1,0,1,1,0,24,18,0,0,1,608011156,"7.12.4"
"C26157",1,"NXS13815622HH1",2024-05-31,-2,1,2,423,-1,0,0,1,0,25,55,0,0,1,608011156,"7.12.4"
"C26178",1,"NXS13815763HH1",2024-06-25,-2,1,2,422,-1,0,0,1,2,5,25,0,0,1,608011156,"7.12.4"
"C26181",2,"NXS10215625HH2",2024-06-01,-2,1,2,313,-1,0,0,0,2,56,25,1,0,1,608011156,"7.12.4"
"C26187",1,"NXS11315754HH1",2024-06-23,-2,1,2,410,75,0,0,0,0,35,18,0,0,1,608011156,"7.12.4"
"C26190",2,"NXS10215627HH3",2024-06-01,-2,1,2,313,-1,0,0,0,0,5,25,1,0,1,608011156,"7.12.4"
"C26208",1,"NBN10515948HH1",2024-07-12,-2,5,2,99,88,1,1,1,0,5,25,0,0,1,608011156,"7.12.4"
"C26220",1,"NBN10515639HH1",2024-06-04,-2,1,2,99,-1,0,0,1,2,5,55,0,0,1,608011156,"7.12.4"
"C26223",1,"NXS11315653HH1",2024-06-07,-2,1,2,99,-1,0,0,1,0,3,25,0,0,1,608011156,"7.12.4"
"C26226",1,"NXS11315654HH1",2024-06-07,-2,1,2,312,-1,0,0,0,0,15,25,0,0,1,608011156,"7.12.4"
"C26244",2,"NXS10215658HH6",2024-06-07,-2,1,2,422,-1,0,0,1,1,56,25,1,1,1,608011156,"7.12.4"
"C26262",1,"NXS11315667HH1",2024-06-08,-2,1,2,99,295,0,0,1,0,57,55,0,0,1,608011156,"7.12.4"
"C26280",1,"NXS11115708HH1",2024-06-15,-2,1,2,313,-1,0,0,1,0,67,25,0,0,1,608011156,"7.12.4"
"C26289",1,"NXS10815600HH1",2024-05-27,-2,1,2,410,-1,0,0,1,0,5,25,0,0,1,608011156,"7.12.4"
"C26292",1,"NXS11315681HH1",2024-06-09,-2,1,2,313,-1,0,0,1,2,5,25,0,0,1,608011156,"7.12.4"
"C26295",2,"NXS10215682HH2",2024-06-09,-2,1,2,423,426,0,0,1,1,5,25,1,0,1,608011156,"7.12.4"
"C26301",1,"NXS11315685HH1",2024-06-10,-2,1,2,410,-1,0,0,1,2,123,25,0,0,1,608011156,"7.12.4"
"C26319",2,"NBN10515692HH2",2024-06-10,-2,1,2,99,-1,0,0,0,0,124,24,1,0,1,608011156,"7.12.4"
"C26322",1,"NXS13815694HH1",2024-06-11,-2,1,2,423,-1,0,0,1,0,5,25,0,0,1,608011156,"7.12.4"
"C26328",1,"NXS10915704HH1",2024-06-13,-2,1,2,423,-1,0,0,1,0,5,18,0,0,1,608011156,"7.12.4"
"C26337",1,"NXS11115699HH1",2024-06-12,-2,1,2,98,-1,0,0,0,0,5,55,0,0,1,608011156,"7.12.4"
"C26346",1,"NXS10615696HH1",2024-06-11,-2,1,2,99,209,0,0,0,2,5,25,0,0,1,608011156,"7.12.4"
"C26364",1,"NXS10615706HH1",2024-06-15,-2,1,2,99,-1,0,0,0,2,5,55,0,0,1,608011156,"7.12.4"
"C26370",1,"NXS10815711HH1",2024-06-16,-2,1,2,410,-1,0,0,1,0,135,25,0,0,1,608011156,"7.12.4"
"C26388",1,"NXS10615723HH1",2024-06-19,-2,1,2,98,698,0,0,0,0,4,25,0,0,1,608011156,"7.12.4"
"C26391",1,"NXS11315725HH1",2024-06-20,-2,1,2,313,-1,0,0,0,0,137,25,0,0,1,608011156,"7.12.4"
"C26394",1,"NXS10615929HH1",2024-07-14,-2,1,2,423,-1,0,0,1,0,5,25,0,0,1,608011156,"7.12.4"
"C26403",1,"NBN10515726HH1",2024-06-20,-2,1,2,99,-1,0,1,1,1,3,55,0,0,1,608011156,"7.12.4"
"C26406",1,"NXS11115727HH1",2024-06-20,-2,1,2,313,-1,0,1,1,0,56,25,0,0,1,608011156,"7.12.4"
"C26409",1,"RSO15216193HH1",2024-06-20,-2,5,9,410,160,0,1,1,2,5,25,0,0,1,608011156,"7.12.4"
"C26421",1,"NXS11115718HH1",2024-06-18,-2,1,2,410,-1,0,0,0,1,56,25,0,0,1,608011156,"7.12.4"
"C26424",2,"NXS11115719HH3",2024-06-18,-2,1,2,420,-1,0,9,1,1,5,25,1,0,1,608011156,"7.12.4"
"C26433",1,"NXS11315741HH1",2024-06-22,-2,1,2,99,385,0,4,0,2,5,25,0,0,1,608011156,"7.12.4"
"C26448",1,"NXS10915750HH1",2024-06-23,-2,1,2,422,-1,0,0,1,0,5,25,0,0,1,608011156,"7.12.4"
"C26478",1,"NXS10615737HH1",2024-06-21,-2,1,2,99,378,0,0,1,0,5,18,0,0,1,608011156,"7.12.4"
"C26481",1,"NXS11115717HH1",2024-06-17,-2,1,2,206,-1,0,0,1,2,235,25,0,0,1,608011156,"7.12.4"
"C26499",1,"NBN10515843HH1",2024-07-08,-2,1,2,99,-1,0,0,1,0,3,18,0,0,1,608011156,"7.12.4"
"C26505",1,"NXS11315765HH1",2024-06-27,-2,1,2,207,-1,0,0,1,2,5,24,0,0,1,608011156,"7.12.4"
"C26514",2,"NXS10615736HH2",2024-06-21,-2,1,2,423,-1,0,0,1,1,5,25,1,0,1,608011156,"7.12.4"
"C26517",2,"NXS10615729HH2",2024-06-20,-2,1,2,302,-1,0,0,0,2,3,25,1,0,1,608011156,"7.12.4"
"C26541",1,"RRH13216048HH1",2024-07-26,-2,3,5,422,-1,0,0,1,2,256,25,0,0,4,608011156,"7.12.4"
"C26547",1,"TRN10415732HH1",2024-06-20,-2,1,3,302,-1,0,0,1,2,5,25,0,0,2,608011156,"7.12.4"
"C26556",2,"NXS10615740HH2",2024-06-22,-2,1,2,420,-1,0,0,1,2,5,25,1,0,1,608011156,"7.12.4"
"C26562",1,"NXS10615770HH1",2024-06-27,-2,1,2,410,390,0,0,0,2,3,25,0,0,1,608011156,"7.12.4"
"C26571",1,"NXS11015777HH1",2024-06-28,-2,1,2,313,-1,0,9,1,1,5,55,0,0,1,608011156,"7.12.4"
"C26574",1,"NXS10615774HH1",2024-06-28,-2,1,2,420,-1,0,0,1,2,5,25,0,0,1,608011156,"7.12.4"
"C26580",1,"NBN10515798HH1",2024-06-29,-2,1,2,99,303,0,1,1,0,346,25,0,0,1,608011156,"7.12.4"
"C26589",1,"TRN10415790HH1",2024-06-29,-2,1,3,302,-1,0,0,1,0,5,25,0,0,2,608011156,"7.12.4"
"C26592",2,"NXS10215791HH2",2024-06-29,-2,1,2,431,-1,0,0,1,1,5,25,1,0,1,608011156,"7.12.4"
"C26598",2,"NXS10215793HH4",2024-06-29,-2,1,2,431,-1,0,0,0,2,3,25,1,1,1,608011156,"7.12.4"
"C26610",2,"NXS10215780HH4",2024-06-28,-2,1,2,312,-1,0,0,0,0,3,25,1,1,1,608011156,"7.12.4"
"C26622",1,"NXS10215788HH2",2024-06-29,-2,1,2,312,-1,0,1,1,2,5,25,0,0,1,608011156,"7.12.4"
"C26625",1,"NXS10615784HH1",2024-06-28,-2,1,2,99,710,0,0,0,0,3,25,0,0,1,608011156,"7.12.4"
"C26634",2,"NXS10215834HH5",2024-07-01,-2,1,2,423,-1,0,0,0,0,3,25,1,1,1,608011156,"7.12.4"
"C26646",1,"NBN10515927HH1",2024-07-14,-2,1,2,99,-1,0,0,1,0,3,25,0,0,1,608011156,"7.12.4"
"C26655",1,"NXS10615826HH1",2024-07-01,-2,1,2,99,-1,1,0,0,0,5,25,0,0,1,608011156,"7.12.4"
"C26664",1,"NXS10215828HH1",2024-07-01,-2,1,2,312,-1,0,0,1,1,25,25,0,0,1,608011156,"7.12.4"
"C26667",1,"NXS10215829HH2",2024-07-01,-2,1,2,431,-1,0,0,0,0,3,25,0,0,1,608011156,"7.12.4"
"C26673",2,"NXS10215809HH2",2024-06-30,-2,1,2,422,521,0,0,0,2,3,25,1,0,1,608011156,"7.12.4"
"C26682",2,"NXS10215811HH4",2024-06-30,-2,1,2,313,-1,0,0,0,1,5,25,1,1,1,608011156,"7.12.4"
"C26694",2,"NXS10215815HH5",2024-06-30,-2,1,2,422,-1,0,0,0,0,3,25,1,1,1,608011156,"7.12.4"
"C26721",1,"RRH12415851HH1",2024-07-05,-2,1,7,420,-1,1,0,1,0,156,55,0,0,4,608011156,"7.12.4"
"C26730",2,"NXS10215866HH3",2024-07-06,-2,1,2,410,-1,0,0,0,0,5,25,1,0,1,608011156,"7.12.4"
"C26739",2,"NXS10215873HH2",2024-07-07,-2,1,2,312,-1,0,0,0,2,5,25,1,0,1,608011156,"7.12.4"
"C26748",1,"NXS10615842HH1",2024-07-01,-2,1,2,420,-1,0,0,0,0,3,24,0,0,1,608011156,"7.12.4"
"C26751",1,"NXS10615844HH1",2024-07-04,-2,1,2,204,-1,0,0,1,2,5,55,0,0,1,608011156,"7.12.4"
"C26781",1,"NXS11115889HH1",2024-07-09,-2,1,2,313,76,0,0,1,0,3,25,0,0,1,608011156,"7.12.4"
"C26787",1,"RRH12315983HH1",2024-07-08,-2,5,5,99,376,1,0,0,0,5,25,0,0,5,608011156,"7.12.4"
"C26790",1,"NXS11315898HH1",2024-07-12,-2,1,2,99,-1,0,0,0,2,5,25,0,0,1,608011156,"7.12.4"
"C26793",2,"NXS11115892HH4",2024-07-11,-2,1,2,101,-1,0,0,1,1,3,25,1,0,1,608011156,"7.12.4"
"C26844",2,"NXS10215921HH3",2024-07-13,-2,1,2,312,-1,0,0,0,2,5,25,1,0,1,608011156,"7.12.4"
"C26856",1,"NXS11315928HH1",2024-07-14,-2,1,2,419,108,0,0,1,0,26,25,0,0,1,608011156,"7.12.4"
"C26865",1,"NXS10615937HH1",2024-07-15,-2,1,2,420,-1,0,0,1,0,5,55,0,0,1,608011156,"7.12.4"
"C26877",1,"NXS11115947HH1",2024-07-15,-2,1,2,206,-1,0,0,1,2,34,25,0,0,1,608011156,"7.12.4"
